fec_id,crp_id,crp_candidate_name,gender,party,crpico,office,race,opponent_name,opponent_fecid,crp_current_candidate,crp_cyclecand,crp_primary_results,last_name,first_name,middle_name,suffix,nickname,vs_candname,vs_filename,face_url,vs_canddetails,vs_filesize,birthday,url,address,phone,contact_form,rss_url,twitter,facebook,youtube,youtube_id,bioguide_id,thomas_id,opensecrets_id,lis_id,cspan_id,govtrack_id,votesmart_id,ballotpedia_id,washington_post_id,icpsr_id,wikipedia_id
H0CA32101,N00030600,Judy Chu,F,D,I,CA27,House,['Johnny Nalbandian'],['H0CA27127'],Y,Y,W,,,,,,Judy Chu,USH_CA_JUDY_CHU.jpg,https://static.votesmart.org/static/canphoto/16539.jpg,"
                Judy Chu

                (Won)

                Democratic
",4648.0,7/7/53,https://chu.house.gov,2423 Rayburn House Office Building Washington DC 20515-0527,202-225-5464,,http://chu.house.gov/rss.xml,RepJudyChu,RepJudyChu,RepJudyChu,UCfcbYOvdEXZNelM8T05nK-w,C001080,1970.0,N00030600,,92573.0,412379.0,16539.0,Judy Chu,,20955.0,Judy Chu
H2TX33040,N00030602,Roger Williams,M,R,I,TX25,House,"['Bill Kelsey', 'Julie Oliver']","['H4TX10184', 'H8TX25159']",Y,Y,W,Roger,Williams,,,,Roger Williams,USH_TX_ROGER_WILLIAMS.jpg,https://static.votesmart.org/static/canphoto/50112.jpg,"
                Roger Williams

                (Won)

                Republican
",4281.0,9/13/49,https://williams.house.gov,1708 Longworth House Office Building Washington DC 20515-4325,202-225-9896,,http://williams.house.gov/rss.xml,RepRWilliams,RepRogerWilliams,,UCBtfmMMQarjtLB9U_pWMOhw,W000816,2165.0,N00030602,,623742.0,412578.0,50112.0,Roger Williams,,21364.0,Roger Williams (American politician)
H0AL07086,N00030622,Terri A Sewell,F,D,I,AL07,House,[],[],Y,Y,W,,,,,,Terri Sewell,USH_AL_TERRI_SEWELL.jpg,https://static.votesmart.org/static/canphoto/121621.jpg,"
                Terri Sewell

                (Won)

                Democratic
",4216.0,,,,,,,,,,,,,,,,,,,,,
H0FL02086,N00030642,Al Lawson,M,D,I,FL05,House,['Gary Adler'],['H0FL05170'],Y,Y,W,Al,Lawson,,,,"Al Lawson, Jr.",USH_FL_AL_LAWSON_JR.jpg,https://static.votesmart.org/static/canphoto/24263.jpg,"
                Al Lawson, Jr.

                (Won)

                Democratic
",3834.0,,,,,,,,,,,,,,,,,,,,,
H0FL17068,N00030650,Frederica Wilson,F,D,I,FL24,House,"['Christine Olivo', 'Lavern Spicer', 'Hector Rivera', 'Howard Knepper']","['H0FL23041', 'H0FL24205', 'H0FL24213', 'H0FL24221']",Y,Y,W,,,,,,Frederica Wilson,USH_FL_FREDERICA_WILSON.jpg,https://static.votesmart.org/static/canphoto/17319.jpg,"
                Frederica Wilson

                (Won)

                Democratic
",4182.0,,,,,,,,,,,,,,,,,,,,,
H0IL11052,N00030667,Adam Kinzinger,M,R,I,IL16,House,['Dani Brzozowski'],['H0IL16184'],Y,Y,W,,,,,,Adam Kinzinger,USH_IL_ADAM_KINZINGER.jpg,https://static.votesmart.org/static/canphoto/116559.jpg,"
                Adam Kinzinger

                (Won)

                Republican
",5514.0,2/27/78,https://kinzinger.house.gov,2245 Rayburn House Office Building Washington DC 20515-1316,202-225-3635,,http://kinzinger.house.gov/common/rss//index.cfm?rss=49,RepKinzinger,RepKinzinger,RepAdamKinzinger,UCjDHxyjndxxhjuPWyEBc7UA,K000378,2014.0,N00030667,,62573.0,412421.0,116559.0,Adam Kinzinger,,21128.0,Adam Kinzinger
H0MI02094,N00030673,Bill Huizenga,M,R,I,MI02,House,"['Bryan Berghoef', 'Jean-Michel Creviere']","['H0MI02201', 'H0MI02219']",Y,Y,W,Bill,Huizenga,,,,Bill Huizenga,USH_MI_BILL_HUIZENGA.jpg,https://static.votesmart.org/static/canphoto/38351.jpg,"
                Bill Huizenga

                (Won)

                Republican
",3969.0,1/31/69,https://huizenga.house.gov,2232 Rayburn House Office Building Washington DC 20515-2202,202-225-4401,,http://huizenga.house.gov/news/rss.aspx,RepHuizenga,RepHuizenga,RepHuizenga,UCQPlLLiMnysMmeJ5qUSSjQg,H001058,2028.0,N00030673,,1033765.0,412437.0,38351.0,Bill Huizenga,,21142.0,Bill Huizenga
H0MO07113,N00030676,Billy Long,M,R,I,MO07,House,"['Kevin Craig', 'Teresa Montseny', 'Audrey Richards']","['H4MO07107', 'H0MO07246', 'H0MO07279']",Y,Y,W,,,,,,Billy Long,USH_MO_BILLY_LONG.jpg,https://static.votesmart.org/static/canphoto/123401.jpg,"
                Billy Long

                (Won)

                Republican
",4119.0,8/11/55,https://long.house.gov,2454 Rayburn House Office Building Washington DC 20515-2507,202-225-6536,,http://long.house.gov/common/rss//index.cfm?rss=49,USRepLong,Rep.Billy.Long,MOdistrict7,UCLQcbyxpHXXAsUJckscQY8g,L000576,2033.0,N00030676,,61880.0,412445.0,123401.0,Billy Long,,21150.0,Billy Long
H0WA08046,N00030693,Suzan DelBene,F,D,I,WA01,House,"['Jeffrey Beeler', 'Robert Mair', 'Steven Skelton', 'Justin Odell Smoak', 'Matthew David Heines']","['H8WA01077', 'H8WA01085', 'H0WA01116', 'H0WA01132', 'H0WA01140']",Y,Y,W,,,,,,Suzan DelBene,USH_WA_SUZAN_DELBENE.jpg,https://static.votesmart.org/static/canphoto/126272.jpg,"
                Suzan DelBene

                (Won)

                Democratic
",4359.0,,,,,,,,,,,,,,,,,,,,,
H0CA10073,N00030709,Mark Desaulnier,M,D,I,CA11,House,['Nisha Sharma'],['H0CA15262'],Y,Y,W,,,,,,Mark DeSaulnier,USH_CA_MARK_DESAULNIER.jpg,https://static.votesmart.org/static/canphoto/69477.jpg,"
                Mark DeSaulnier

                (Won)

                Democratic
",4013.0,,,,,,,,,,,,,,,,,,,,,
H0CA03078,N00030717,Ami Bera,M,D,I,CA07,House,['Buzz Patterson'],['H0CA07137'],Y,Y,W,,,,,,Ami Bera,USH_CA_AMI_BERA.jpg,https://static.votesmart.org/static/canphoto/120030.jpg,"
                Ami Bera

                (Won)

                Democratic
",4173.0,3/2/65,https://bera.house.gov,172 Cannon House Office Building Washington DC 20515-0507,202-225-5716,,http://bera.house.gov/rss.xml,RepBera,RepAmiBera,repamibera,UClJCTCo53Zk6b4kUL-bbdzg,B001287,2102.0,N00030717,,1033636.0,412512.0,120030.0,Ami Bera,,21304.0,Ami Bera
H0KS01123,N00030743,Tracey Mann,M,R,O,KS01,House,['Kali Barnett'],['H0KS01172'],Y,Y,W,Tracey,Mann,,,,Tracey Mann,USH_KS_TRACEY_MANN.jpg,https://static.votesmart.org/static/canphoto/125007.jpg,"
                Tracey Mann

                (Won)

                Republican
",3937.0,12/17/76,https://mann.house.gov,522 Cannon House Office Building Washington DC 20515-1601,202-225-2715,,,RepMann,,,,M000871,,,,,456823.0,,,,,Tracey Mann
H0SC03077,N00030752,Jeff Duncan,M,R,I,SC03,House,['Hosea Cleveland'],['H4SC03111'],Y,Y,W,,,,,,Jeff Duncan,USH_SC_JEFF_DUNCAN.jpg,https://static.votesmart.org/static/canphoto/47967.jpg,"
                Jeff Duncan

                (Won)

                Republican
",3793.0,1/7/66,https://jeffduncan.house.gov,2229 Rayburn House Office Building Washington DC 20515-4003,202-225-5301,,http://jeffduncan.house.gov/rss.xml,RepJeffDuncan,RepJeffDuncan,congjeffduncan,UC1tuXL6ymImdpKYGEAH83QA,D000615,2057.0,N00030752,,62713.0,412472.0,47967.0,Jeff Duncan,,21174.0,Jeff Duncan (politician)
H0AR01083,N00030770,Rick Crawford,M,R,I,AR01,House,[],[],Y,Y,W,,,,,,Rick Crawford,USH_AR_RICK_CRAWFORD.jpg,https://static.votesmart.org/static/canphoto/119208.jpg,"
                Rick Crawford

                (Won)

                Republican
",8115.0,,,,,,,,,,,,,,,,,,,,,
H0AZ01259,N00030771,Paul Gosar,M,R,I,AZ04,House,['Delina DiSanto'],['H8AZ04165'],Y,Y,W,,,,,,Emily Robinson,USH_AZ_EMILY_ROBINSON.jpg,https://s3.amazonaws.com/ballotpedia-api4/files/thumbs/200/300/Paul_Gosar.jpg,"
                Emily Robinson

                (Withdrawn)

                Independent
",243.0,,,,,,,,,,,,,,,,,,,,,
H6CA30185,N00030776,Mark Reed,M,R,C,CA30,House,['Brad Sherman'],['H6CA24113'],Y,Y,W,,,,,,Mark Reed,USH_CA_MARK_REED.jpg,https://static.votesmart.org/static/canphoto/120298.jpg,"
                Mark Reed

                (Lost)

                Republican
",4546.0,,,,,,,,,,,,,,,,,,,,,
S4CO00395,N00030780,Cory Gardner,M,R,I,COS2,Senate,"['Gary Swing', 'Gaylon Kent', 'Raymon Doane', 'John Hickenlooper', 'Veronique Bellamy', 'Joshua Rodriguez', 'Joey Camp', 'Lisa Garcia', 'Martha Wolf']","['S0CO00542', 'S4CO00403', 'S0CO00674', 'S0CO00575', 'S0CO00583', 'S0CO00617', 'S0CO00633', 'S0CO00682', 'S0CO00690']",Y,Y,W,Cory,Gardner,,,,Cory Gardner,USS_CO_CORY_GARDNER.jpg,https://static.votesmart.org/static/canphoto/30004.jpg,"
                Cory Gardner

                (Lost)

                Republican
",8025.0,,,,,,,,,,,,,,,,,,,,,
H0TN03254,N00030815,Chuck Fleischmann,M,R,I,TN03,House,"['Nancy Baxley', 'Meg Gorman']","['H0TN03445', 'H0TN03452']",Y,Y,W,,,,,,Chuck Fleischmann,USH_TN_CHUCK_FLEISCHMANN.jpg,https://static.votesmart.org/static/canphoto/123456.jpg,"
                Chuck Fleischmann

                (Won)

                Republican
",4081.0,,,,,,,,,,,,,,,,,,,,,
H4CO04090,N00030829,Ken Buck,M,R,I,CO04,House,['Isaac McCorkle'],['H0CO04197'],Y,Y,W,,,,,,Ken Buck,USH_CO_KEN_BUCK.jpg,https://static.votesmart.org/static/canphoto/125319.jpg,"
                Ken Buck

                (Won)

                Republican
",4489.0,2/16/59,https://buck.house.gov,2455 Rayburn House Office Building Washington DC 20515-0604,202-225-4676,,,RepKenBuck,repkenbuck,,UCHK7Wcwij7NoxXGTeSHUWzg,B001297,2233.0,N00030829,,78285.0,412619.0,125319.0,Ken Buck,,21510.0,Ken Buck
H0CA10149,N00030856,John Garamendi,M,D,I,CA03,House,['Tamika Hamilton'],['H0CA03128'],Y,Y,W,,,,,,John Garamendi,USH_CA_JOHN_GARAMENDI.jpg,https://static.votesmart.org/static/canphoto/29664.jpg,"
                John Garamendi

                (Won)

                Democratic
",4396.0,1/24/45,https://garamendi.house.gov,2368 Rayburn House Office Building Washington DC 20515-0503,202-225-1880,,http://garamendi.house.gov/rss.xml,RepGaramendi,repgaramendi,garamendiCA10,UCRym1qsO72C39gX6pBu4icg,G000559,1973.0,N00030856,,18413.0,412382.0,29664.0,John Garamendi,,20958.0,John Garamendi
H0NH02181,N00030875,Ann Kuster,F,D,I,NH02,House,"['Steve Negron', 'Lynne Blankenbeker', 'Eli Clemmer', 'Gilead Towne']","['H8NH02275', 'H8NH02283', 'H0NH02272', 'H0NH02280']",Y,Y,,Ann,Kuster,,,,Ann Kuster,USH_NH_ANN_KUSTER.jpg,https://static.votesmart.org/static/canphoto/122256.jpg,"
                Ann Kuster

                (Won)

                Democratic
",4080.0,9/5/56,https://kuster.house.gov,320 Cannon House Office Building Washington DC 20515-2902,202-225-5206,,http://kuster.house.gov/rss.xml,RepAnnieKuster,CongresswomanAnnieKuster,RepKuster,UCYAD_Eti2b5gXSicbgPsBYA,K000382,2145.0,N00030875,,62650.0,412557.0,122256.0,Annie Kuster,,21340.0,Ann McLane Kuster
H0AL05163,N00030910,Mo Brooks,M,R,I,AL05,House,[],[],Y,Y,W,Mo,Brooks,,,,Mo Brooks,USH_AL_MO_BROOKS.jpg,https://static.votesmart.org/static/canphoto/121610.jpg,"
                Mo Brooks

                (Won)

                Republican
",4312.0,4/29/54,https://brooks.house.gov,2185 Rayburn House Office Building Washington DC 20515-0105,202-225-4801,,http://brooks.house.gov/rss/press-releases.xml,RepMoBrooks,RepMoBrooks,RepMoBrooks,UCgsPSY0MpuQJq8vEqYUSt-g,B001274,1987.0,N00030910,,94888.0,412395.0,121610.0,Mo Brooks,,21193.0,Mo Brooks
H0NY29054,N00030949,Tom Reed,M,R,I,NY23,House,"['Tracy Mitrano', 'Andrew Kolstee']","['H8NY23183', 'H0NY23131']",Y,Y,W,Tom,Reed,,,,Tom Reed II,USH_NY_TOM_REED_II.jpg,https://static.votesmart.org/static/canphoto/127046.jpg,"
                Tom Reed II

                (Won)

                Conservative, Independence, Republican
",2625.0,11/18/71,https://reed.house.gov,1203 Longworth House Office Building Washington DC 20515-3223,202-225-3161,,http://reed.house.gov/rss.xml,RepTomReed,RepTomReed,CongressmanTomReed,UC-HFEKIHC7ydVUkxkZOLqTg,R000585,1982.0,N00030949,,623468.0,412393.0,127046.0,Tom Reed (New York),,21101.0,Tom Reed (politician)
H0TN04195,N00030957,Scott Desjarlais,M,R,I,TN04,House,['Christopher Hale'],['H8TN04107'],Y,Y,W,,,,,,Scott DesJarlais,USH_TN_SCOTT_DESJARLAIS.jpg,https://static.votesmart.org/static/canphoto/123473.jpg,"
                Scott DesJarlais

                (Won)

                Republican
",3529.0,,,,,,,,,,,,,,,,,,,,,
H0MO04086,N00031005,Vicky Hartzler,F,R,I,MO04,House,"['Steven Koonse', 'Lindsey Simmons', 'Robert Smith']","['H8MO04105', 'H0MO04235', 'H0MO04243']",Y,Y,W,Vicky,Hartzler,,,,Vicky Hartzler,USH_MO_VICKY_HARTZLER.jpg,https://static.votesmart.org/static/canphoto/8783.jpg,"
                Vicky Hartzler

                (Won)

                Republican
",3997.0,10/13/60,https://hartzler.house.gov,2235 Rayburn House Office Building Washington DC 20515-2504,202-225-2876,,http://hartzler.house.gov/rss.xml,RepHartzler,Congresswoman.Hartzler,repvickyhartzler,UCAvttUz6qBVEJiFt7p_MZxw,H001053,2032.0,N00031005,,95050.0,412444.0,8783.0,Vicky Hartzler,,21149.0,Vicky Hartzler
H0OH18077,N00031128,Bob Gibbs,M,R,I,OH07,House,"['Brandon Lape', 'Quentin Potter']","['H0OH07146', 'H0OH07153']",Y,Y,W,Bob,Gibbs,,,,Bob Gibbs,USH_OH_BOB_GIBBS.jpg,https://static.votesmart.org/static/canphoto/45466.jpg,"
                Bob Gibbs

                (Won)

                Republican
",3388.0,6/14/54,https://gibbs.house.gov,2217 Rayburn House Office Building Washington DC 20515-3507,202-225-6265,,http://gibbs.house.gov/rss.xml,RepBobGibbs,RepBobGibbs,RepBobGibbs,UC4J-kVbeE32Up-b_wTLEUmA,G000563,2049.0,N00031128,,1033844.0,412463.0,45466.0,Bob Gibbs,,21165.0,Bob Gibbs
H0MA04176,N00031173,Alan Khazei,M,D,O,MA04,House,"['David Rosa', 'Herb Robinson', 'Ihssane Leckey', 'Becky Grossman', 'Jesse Mermell', 'Jake Auchincloss', 'Dave Cavell', 'Ben Sigel', 'Tom Shack', 'Nick Matthew', 'Christopher Zannetos', 'Julie Hall', 'Natalia Linos']","['H0MA09027', 'H8MA04047', 'H0MA04143', 'H0MA04168', 'H0MA04184', 'H0MA04192', 'H0MA04200', 'H0MA04218', 'H0MA04226', 'H0MA04234', 'H0MA04242', 'H0MA04259', 'H0MA04267']",Y,Y,,Alan,Khazei,,,,,,https://s3.amazonaws.com/ballotpedia-api4/files/thumbs/200/300/AlanKhazeidsc.jpg,,,,,,,,,,,,,,,,,,,,,,,
H2NV02395,N00031177,Mark Amodei,M,R,I,NV02,House,"['Janine Hansen', 'Patricia Ackerman', 'Richard Dunn']","['H2NV02205', 'H0NV02209', 'H0NV02225']",Y,Y,W,Mark,Amodei,,,,Mark Amodei,USH_NV_MARK_AMODEI.jpg,https://static.votesmart.org/static/canphoto/12537.jpg,"
                Mark Amodei

                (Won)

                Republican
",4378.0,,,,,,,,,,,,,,,,,,,,,
H0IN02190,N00031226,Jackie Walorski,F,R,I,IN02,House,['Pat Hackett'],['H8IN02177'],Y,Y,W,Jackie,Walorski,,,,Jackie Walorski,USH_IN_JACKIE_WALORSKI.jpg,https://static.votesmart.org/static/canphoto/34205.jpg,"
                Jackie Walorski

                (Won)

                Republican
",4170.0,8/17/63,https://walorski.house.gov,466 Cannon House Office Building Washington DC 20515-1402,202-225-3915,,http://walorski.house.gov/rss.xml,RepWalorski,RepJackieWalorski,repwalorski,UC8fsSDjVJ_VnCF3ccx3Lkng,W000813,2128.0,N00031226,,95005.0,412538.0,34205.0,Jackie Walorski,,21330.0,Jackie Walorski
H0IN08114,N00031227,Larry Bucshon,M,R,I,IN08,House,"['Thomasina Marsili', 'James Rodenberger']","['H0IN08213', 'H0IN08221']",Y,Y,W,,,,,,Larry Bucshon,USH_IN_LARRY_BUCSHON.jpg,https://static.votesmart.org/static/canphoto/120335.jpg,"
                Larry Bucshon

                (Won)

                Republican
",3867.0,5/31/62,https://bucshon.house.gov,2313 Rayburn House Office Building Washington DC 20515-1408,202-225-4636,,http://bucshon.house.gov/rss.xml,RepLarryBucshon,RepLarryBucshon,RepLarryBucshon,UC0bIliQs0LKZabNwvZ3gnhQ,B001275,2018.0,N00031227,,61837.0,412427.0,120335.0,Larry Bucshon,,21132.0,Larry Bucshon
H0KY06104,N00031233,Andy Barr,M,R,I,KY06,House,"['Daniel Kemph', 'Frank Harris', 'Josh Hicks']","['H8KY06180', 'H8KY06222', 'H0KY06179']",Y,Y,W,Andy,Barr,,,Andy,Andy Barr,USH_KY_ANDY_BARR.jpg,https://static.votesmart.org/static/canphoto/117290.jpg,"
                Andy Barr

                (Won)

                Republican
",4269.0,7/24/73,https://barr.house.gov,2430 Rayburn House Office Building Washington DC 20515-1706,202-225-4706,,http://barr.house.gov/rss.xml,RepAndyBarr,RepAndyBarr,RepAndyBarr,UCVL2s6x7f7H0ZJ-uwU0pQ6Q,B001282,2131.0,N00031233,,61848.0,412541.0,117290.0,Andy Barr,,21333.0,Andy Barr (American politician)
H0NV03066,N00031245,Ed Bridges,M,3,C,NV03,House,"['Steve Brown', 'Susie Lee', 'Dan Rodimer', 'Alex Pereszlenyi']","['H4NV04058', 'H6NV04020', 'H0NV03132', 'H0NV03157']",Y,Y,,,,,,,Ed Bridges II,USH_NV_ED_BRIDGES_II.jpg,https://s3.amazonaws.com/ballotpedia-api4/files/thumbs/200/300/EdBridges.PNG,"
                Ed Bridges II

                (Lost)

                Independent American
",243.0,,,,,,,,,,,,,,,,,,,,,
H0VA02118,N00031263,Scott Taylor,M,R,C,VA02,House,['Elaine Luria'],['H8VA02111'],Y,Y,W,Scott,Taylor,,,,Scott Taylor,USH_VA_SCOTT_TAYLOR.jpg,https://static.votesmart.org/static/canphoto/144514.jpg,"
                Scott Taylor

                (Lost)

                Republican
",4728.0,,,,,,,,,,,,,,,,,,,,,
H0FL19080,N00031317,Ted Deutch,M,D,I,FL22,House,['Jim Pruden'],['H0FL22118'],Y,Y,W,,,,,,Ted Deutch,USH_FL_TED_DEUTCH.jpg,https://static.votesmart.org/static/canphoto/67151.jpg,"
                Ted Deutch

                (Won)

                Democratic
",4007.0,,,,,,,,,,,,,,,,,,,,,
H0MN01045,N00031390,Jim Hagedorn,M,R,I,MN01,House,"['Daniel Feehan', 'Hans Tinsley', 'Bill Rood']","['H8MN01279', 'H0MN01094', 'H0MN01136']",Y,Y,W,,,,,,Jim Hagedorn,USH_MN_JIM_HAGEDORN.jpg,https://static.votesmart.org/static/canphoto/146027.jpg,"
                Jim Hagedorn

                (Won)

                Republican
",4033.0,8/4/62,https://hagedorn.house.gov,1433 Longworth House Office Building Washington DC 20515-2301,202-225-2472,,,RepHagedorn,,,,H001088,,N00031390,,,412788.0,146027.0,Jim Hagedorn,,21929.0,Jim Hagedorn
S0NC00202,N00031446,Cal Cunningham,M,D,C,NCS1,Senate,"['Thom Tillis', 'Shannon Bray', 'Jeremy Thomas', 'Kevin Hayes']","['S4NC00162', 'S0NC00335', 'S0NC00384', 'S0NC00400']",Y,Y,W,Cal,Cunningham,,,,Cal Cunningham,USS_NC_CAL_CUNNINGHAM.jpg,https://static.votesmart.org/static/canphoto/40999.jpg,"
                Cal Cunningham

                (Lost)

                Democratic
",6594.0,,,,,,,,,,,,,,,,,,,,,
H0WA03187,N00031559,Jaime Herrera Beutler,F,R,I,WA03,House,"['Carolyn Long', 'Martin Hash']","['H8WA03198', 'H8WA03214']",Y,Y,W,Jaime,Herrera-Beutler,,,,Jaime Herrera Beutler,USH_WA_JAIME_HERRERA_BEUTLER.jpg,https://static.votesmart.org/static/canphoto/101907.jpg,"
                Jaime Herrera Beutler

                (Won)

                Republican
",4990.0,11/3/78,https://jhb.house.gov,2352 Rayburn House Office Building Washington DC 20515-4703,202-225-3536,,http://herrerabeutler.house.gov/news/rss.aspx,HerreraBeutler,herrerabeutler,RepHerreraBeutler,UCJEgiA9clfx0amrQUj0aBTQ,H001056,2071.0,N00031559,,95198.0,412486.0,101907.0,Jaime Herrera Beutler,,21187.0,Jaime Herrera Beutler
H0PA03271,N00031647,Mike Kelly,M,R,I,PA16,House,['Kristy Gnibus'],['H0PA16034'],Y,Y,W,Mike,Kelly,,,,"Mike Kelly, Jr.",USH_PA_MIKE_KELLY_JR.jpg,https://static.votesmart.org/static/canphoto/119463.jpg,"
                Mike Kelly, Jr.

                (Won)

                Republican
",3931.0,5/10/48,https://kelly.house.gov,1707 Longworth House Office Building Washington DC 20515-3816,202-225-5406,,http://kelly.house.gov/rss.xml,MikeKellyPA,1.91E+14,repmikekelly,UCoz6u3ooQxoijsWvhoQ0D-A,K000376,2051.0,N00031647,,62696.0,412465.0,119463.0,Mike Kelly,,21167.0,Mike Kelly (Pennsylvania politician)
H0WV01072,N00031681,David McKinley,M,R,I,WV01,House,['Natalie Cline'],['H0WV01114'],Y,Y,W,,,,,,David McKinley,USH_WV_DAVID_MCKINLEY.jpg,https://static.votesmart.org/static/canphoto/117396.jpg,"
                David McKinley

                (Won)

                Republican
",3946.0,,,,,,,,,,,,,,,,,,,,,
H0AR02206,N00031717,Joyce Elliott,F,D,C,AR02,House,['French Hill'],['H4AR02141'],Y,Y,W,Joyce,Elliott,,,,Joyce Elliott,USH_AR_JOYCE_ELLIOTT.jpg,https://static.votesmart.org/static/canphoto/27771.jpg,"
                Joyce Elliott

                (Lost)

                Democratic
",4329.0,,,,,,,,,,,,,,,,,,,,,
H0TX26105,N00031805,Mark Boler,M,L,C,TX26,House,"['Michael Burgess', 'Carol Iannuzzi', 'Jay Taylor', 'William Robert Cunningham']","['H2TX26093', 'H0TX26121', 'H0TX26162', 'H0TX26170']",Y,Y,,,,,,,Mark Boler,USH_TX_MARK_BOLER.jpg,https://static.votesmart.org/static/canphoto/123939.jpg,"
                Mark Boler

                (Lost)

                Libertarian
",5295.0,,,,,,,,,,,,,,,,,,,,,
S0DE00092,N00031820,Chris Coons,M,D,I,DES2,Senate,"['Mark Turley', 'Jessica Scarane', 'Lauren Witzke', 'James DeMartino']","['S0DE00167', 'S0DE00175', 'S0DE00183', 'S0DE00191']",Y,Y,,Chris,Coons,,,,Chris Coons,USS_DE_CHRIS_COONS.jpg,https://static.votesmart.org/static/canphoto/122834.jpg,"
                Chris Coons

                (Won)

                Democratic
",3729.0,,,,,,,,,,,,,,,,,,,,,
H0AR03055,N00031857,Steve Womack,M,R,I,AR03,House,"['Mike Kalagias', 'Celeste Williams']","['H8AR03090', 'H0AR03105']",Y,Y,W,Steve,Womack,,,,Steve Womack,USH_AR_STEVE_WOMACK.jpg,https://static.votesmart.org/static/canphoto/71815.jpg,"
                Steve Womack

                (Won)

                Republican
",3287.0,2/18/57,https://womack.house.gov,2412 Rayburn House Office Building Washington DC 20515-0403,202-225-4301,,http://womack.house.gov/news/rss.aspx,Rep_SteveWomack,RepSteveWomack,CongressmanWomack,UCXJbUDLYX-wGIhRuN66hqZw,W000809,1991.0,N00031857,,1033625.0,412402.0,71815.0,Steve Womack,,21108.0,Steve Womack
H0CA33117,N00031877,Karen Bass,F,D,I,CA37,House,['Errol Webber'],['H0CA37167'],Y,Y,W,,,,,,Karen Bass,USH_CA_KAREN_BASS.jpg,https://static.votesmart.org/static/canphoto/28963.jpg,"
                Karen Bass

                (Won)

                Democratic
",4312.0,10/3/53,https://bass.house.gov,2021 Rayburn House Office Building Washington DC 20515-0537,202-225-7084,,http://bass.house.gov/rss.xml,RepKarenBass,RepKarenBass,RepKarenBass,UCQZg7oxkV3Yag2emYPLhT2g,B001270,1996.0,N00031877,,62502.0,412404.0,28963.0,Karen Bass,,21110.0,Karen Bass
H0MA10082,N00031933,Bill Keating,M,D,I,MA09,House,"['Mark Sylvia', 'Helen Brady']","['H0MA09068', 'H0MA09076']",Y,Y,,,,,,,Bill Keating,USH_MA_BILL_KEATING.jpg,https://static.votesmart.org/static/canphoto/4743.jpg,"
                Bill Keating

                (Won)

                Democratic
",4145.0,,,,,,,,,,,,,,,,,,,,,
H0MS04120,N00031958,Steven Palazzo,M,R,I,MS04,House,[],[],Y,Y,W,,,,,,Steven Palazzo,USH_MS_STEVEN_PALAZZO.jpg,https://static.votesmart.org/static/canphoto/69521.jpg,"
                Steven Palazzo

                (Won)

                Republican
",4056.0,,,,,,,,,,,,,,,,,,,,,
H0RI01073,N00032019,David Cicilline,M,D,I,RI01,House,['Jeffrey Lemire'],['H6RI01138'],Y,Y,,,,,,,David Cicilline,USH_RI_DAVID_CICILLINE.jpg,https://static.votesmart.org/static/canphoto/7349.jpg,"
                David Cicilline

                (Won)

                Democratic
",3764.0,,,,,,,,,,,,,,,,,,,,,
H0VA09055,N00032029,Morgan Griffith,M,R,I,VA09,House,[],[],Y,Y,W,Morgan,Griffith,,,,Morgan Griffith,USH_VA_MORGAN_GRIFFITH.jpg,https://static.votesmart.org/static/canphoto/5148.jpg,"
                Morgan Griffith

                (Won)

                Republican
",4145.0,,,,,,,,,,,,,,,,,,,,,
H0OH06189,N00032088,Bill Johnson,M,R,I,OH06,House,['Shawna Roberts'],['H8OH06133'],Y,Y,W,Bill,Johnson,,,,Bill Johnson,USH_OH_BILL_JOHNSON.jpg,https://static.votesmart.org/static/canphoto/120649.jpg,"
                Bill Johnson

                (Won)

                Republican
",4248.0,11/10/54,https://billjohnson.house.gov,2336 Rayburn House Office Building Washington DC 20515-3506,202-225-5705,,http://billjohnson.house.gov/constituentservices/opendoorsschedule.htm,RepBillJohnson,RepBillJohnson,RepBillJohnson,UCtF08Ay71haDRoJosRN2P_Q,J000292,2046.0,N00032088,,623472.0,412460.0,120649.0,Bill Johnson (Ohio),,21162.0,Bill Johnson (Ohio politician)
H0GA07125,N00032243,Jody Hice,M,R,I,GA10,House,['Tabitha Johnson-Green'],['H8GA10197'],Y,Y,W,,,,,,Jody Hice,USH_GA_JODY_HICE.jpg,https://static.votesmart.org/static/canphoto/122246.jpg,"
                Jody Hice

                (Won)

                Republican
",4325.0,,,,,,,,,,,,,,,,,,,,,
H0HI01223,N00032250,John Giuffre,M,3,O,HI02,House,"['Michelle Tippens', 'Kai Kahele', 'Jonathan Hoomanawanui', 'Joe Akana', 'Byron McCorriston', 'Ron Burrus']","['H8HI01283', 'H0HI02155', 'H0HI02197', 'H0HI02213', 'H0HI02247', 'H0HI02338']",Y,Y,,,,,,,John Giuffre,USH_HI_JOHN_GIUFFRE.jpg,https://static.votesmart.org/static/canphoto/119439.jpg,"
                John Giuffre

                (Lost)

                Other
",6588.0,,,,,,,,,,,,,,,,,,,,,
