ad_id,sub_bucket,race_of_focus
CR459388808626962432,1,PRES
CR459391832283938816,1,PRES
CR45943574402957312,1,PRES
CR459435812749049856,1,PRES
CR459436637382770688,1,PRES
CR459437187138584576,1,PRES
CR459464674929278976,1,PRES
CR459465499562999808,1,PRES
CR459474295656022016,1,PRES
CR459490788330438656,1,PRES
CR459500409057181696,1,PRES
CR459505906615320576,1,PRES
CR459541090987409408,1,PRES
CR459565829999034368,1,PRES
CR459572976824614912,1,PRES
CR459575450725777408,1,PRES
CR45958692687839232,1,PRES
CR459601014371123200,1,PRES
CR459605412417634304,1,PRES
CR459608161196703744,1,PRES
CR459610360219959296,1,PRES
CR459616132656005120,1,PRES
CR459624928749027328,1,PRES
CR459666710190882816,1,PRES
CR459675781161811968,1,PRES
CR459676330917625856,1,PRES
CR45968863170396160,1,PRES
CR459706567487389696,1,PRES
CR459709591144366080,1,PRES
CR459713714312970240,1,PRES
CR459720311382736896,1,PRES
CR45972436583186432,1,PRES
CR459726083818782720,1,PRES
CR45973810972721152,1,PRES
CR45977934141325312,1,PRES
CR45978483897139200,1,PRES
CR459787381592031232,1,PRES
CR45978758775046144,1,PRES
CR45979583408766976,1,PRES
CR459798651586215936,1,PRES
CR459814319626911744,1,PRES
CR459816243772260352,1,PRES
CR459816518650167296,1,PRES
CR45982881943650304,1,PRES
CR45983431699464192,1,PRES
CR459838234004815872,1,PRES
CR459838508882722816,1,PRES
CR459848129609465856,1,PRES
CR459854451801325568,1,PRES
CR459876716911788032,1,PRES
CR459878915935043584,1,PRES
CR459882764225740800,1,PRES
CR459884138615275520,1,PRES
CR459909702260621312,1,PRES
CR45992777548300288,1,PRES
CR459957256138522624,1,PRES
CR459958080772243456,1,PRES
CR459967976376893440,1,PRES
CR4599738175324160,1,PRES
CR459994364655960064,1,PRES
CR459999037580378112,1,PRES
CR460001786359447552,1,PRES
CR460022127324561408,1,PRES
CR460023501714096128,1,PRES
CR460025150981537792,1,PRES
CR460032572685025280,1,PRES
CR460033122440839168,1,PRES
CR460078752173391872,1,PRES
CR460090022167576576,1,PRES
CR460097993626877952,1,PRES
CR460139500190826496,1,PRES
CR460149670673383424,1,PRES
CR460155168231522304,1,PRES
CR460170011638497280,1,PRES
CR460210693568724992,1,PRES
CR460219489661747200,1,PRES
CR460238731115233280,1,PRES
CR460239555748954112,1,PRES
CR460243404039651328,1,PRES
CR460245328184999936,1,PRES
CR460246427696627712,1,PRES
CR460289858405924864,1,PRES
CR460309099859410944,1,PRES
CR460351431057080320,1,PRES
CR460351705934987264,1,PRES
CR460359677394288640,1,PRES
CR460375345434984448,1,PRES
CR460394586888470528,1,PRES
CR460411079562887168,1,PRES
CR460419600778002432,1,PRES
CR460427572237303808,1,PRES
CR460445989057069056,1,PRES
CR460456159539625984,1,PRES
CR460464955632648192,1,PRES
CR46048302885502976,1,PRES
CR460502339027992576,1,PRES
CR460508936097759232,1,PRES
CR460517457312874496,1,PRES
CR460542196324499456,1,PRES
CR460556215097753600,1,PRES
CR460574631917518848,1,PRES
CR46057648734339072,1,PRES
CR460577105818681344,1,PRES
CR460587826057052160,1,PRES
CR460588100934959104,1,PRES
CR460590574836121600,1,PRES
CR460605418243096576,1,PRES
CR460632906033790976,1,PRES
CR460633455789604864,1,PRES
CR460647474562859008,1,PRES
CR460660943580299264,1,PRES
CR460662867725647872,1,PRES
CR460663967237275648,1,PRES
CR460698326975643648,1,PRES
CR460703274777968640,1,PRES
CR460726914277965824,1,PRES
CR460734061103546368,1,PRES
CR460754127190753280,1,PRES
CR460755501580288000,1,PRES
CR460762923283775488,1,PRES
CR460781614981447680,1,PRES
CR460801681068654592,1,PRES
CR460812401307025408,1,PRES
CR460822296911675392,1,PRES
CR460849784702369792,1,PRES
CR460858855673298944,1,PRES
CR460871774934925312,1,PRES
CR460874798591901696,1,PRES
CR460881945417482240,1,PRES
CR460932248074452992,1,PRES
CR460942418557009920,1,PRES
CR460943243190730752,1,PRES
CR460957261963984896,1,PRES
CR460974029516308480,1,PRES
CR460996844382584832,1,PRES
CR46099979932008448,1,PRES
CR461008114376769536,1,PRES
CR461008389254676480,1,PRES
CR461013611934908416,1,PRES
CR461022133150023680,1,PRES
CR461022682905837568,1,PRES
CR461032303632580608,1,PRES
CR46103828222705664,1,PRES
CR46105477490147328,1,PRES
CR461083156045365248,1,PRES
CR461083980679086080,1,PRES
CR461088378725597184,1,PRES
CR46109600658751488,1,PRES
CR461105146277920768,1,PRES
CR461109269446524928,1,PRES
CR461116141394198528,1,PRES
CR461123288219779072,1,PRES
CR46113174071541760,1,PRES
CR461133183824429056,1,PRES
CR461134283336056832,1,PRES
CR461137581870940160,1,PRES
CR461139231138381824,1,PRES
CR461140330650009600,1,PRES
CR46114273583169536,1,PRES
CR461160121859309568,1,PRES
CR461168643074424832,1,PRES
CR4611832803229696,1,PRES
CR46120320897122304,1,PRES
CR461219770365116416,1,PRES
CR461223893533720576,1,PRES
CR461224443289534464,1,PRES
CR461225817679069184,1,PRES
CR461234613772091392,1,PRES
CR461239011818602496,1,PRES
CR46124993821540352,1,PRES
CR461255229615112192,1,PRES
CR461276395213946880,1,PRES
CR461290139109294080,1,PRES
CR461297011056967680,1,PRES
CR461304157882548224,1,PRES
CR461306356905803776,1,PRES
CR461317077144174592,1,PRES
CR461338242743009280,1,PRES
CR461345389568589824,1,PRES
CR461373152237191168,1,PRES
CR461375351260446720,1,PRES
CR461396241981374464,1,PRES
CR461406962219745280,1,PRES
CR461427028306952192,1,PRES
CR461457814632529920,1,PRES
CR461477605841829888,1,PRES
CR461486127056945152,1,PRES
CR461505368510431232,1,PRES
CR461511415824384000,1,PRES
CR461516088748802048,1,PRES
CR461525984353452032,1,PRES
CR461549898731356160,1,PRES
CR461559794336006144,1,PRES
CR461580685056933888,1,PRES
CR461585357981351936,1,PRES
CR461590580661583872,1,PRES
CR461594154074374144,1,PRES
CR461598552120885248,1,PRES
CR461601026022047744,1,PRES
CR461601850655768576,1,PRES
CR461646655754600448,1,PRES
CR461688437196455936,1,PRES
CR461707403772035072,1,PRES
CR461712351574360064,1,PRES
CR461716474742964224,1,PRES
CR461731318149939200,1,PRES
CR461731593027846144,1,PRES
CR461757706429005824,1,PRES
CR461758805940633600,1,PRES
CR461767602033655808,1,PRES
CR461785469097607168,1,PRES
CR461792066167373824,1,PRES
CR461797563725512704,1,PRES
CR461808833719697408,1,PRES
CR461812956888301568,1,PRES
CR461817629812719616,1,PRES
CR461822577615044608,1,PRES
CR461827525417369600,1,PRES
CR461837970777833472,1,PRES
CR461842918580158464,1,PRES
CR461844018091786240,1,PRES
CR461852814184808448,1,PRES
CR461853089062715392,1,PRES
CR461854463452250112,1,PRES
CR461880301975502848,1,PRES
CR46189865007579136,1,PRES
CR461900093184802816,1,PRES
CR461901467574337536,1,PRES
CR461906140498755584,1,PRES
CR461919609516195840,1,PRES
CR461927580975497216,1,PRES
CR461938301213868032,1,PRES
CR461948196818518016,1,PRES
CR461958367301074944,1,PRES
CR461978708266188800,1,PRES
CR461989428504559616,1,PRES
CR462002897521999872,1,PRES
CR462007570446417920,1,PRES
CR462029285801066496,1,PRES
CR462059247492923392,1,PRES
CR462066119440596992,1,PRES
CR462068868219666432,1,PRES
CR462069143097573376,1,PRES
CR462071342120828928,1,PRES
CR46208281827344384,1,PRES
CR462088934306873344,1,PRES
CR462094431865012224,1,PRES
CR462099379667337216,1,PRES
CR462134014283612160,1,PRES
CR462134564039426048,1,PRES
CR462134838917332992,1,PRES
CR462138412330123264,1,PRES
CR462143085254541312,1,PRES
CR462146383789424640,1,PRES
CR462156829149888512,1,PRES
CR462161776952213504,1,PRES
CR462189814498721792,1,PRES
CR46219826699436032,1,PRES
CR462203558394068992,1,PRES
CR462209055952207872,1,PRES
CR462215653021974528,1,PRES
CR462219776190578688,1,PRES
CR462245064958017536,1,PRES
CR462251387149877248,1,PRES
CR462260183242899456,1,PRES
CR462264581289410560,1,PRES
CR462270353725456384,1,PRES
CR462294268103360512,1,PRES
CR46231371571527680,1,PRES
CR462321755894054912,1,PRES
CR462323680039403520,1,PRES
CR462330551987077120,1,PRES
CR462349518562656256,1,PRES
CR462350618074284032,1,PRES
CR462352817097539584,1,PRES
CR462364636847538176,1,PRES
CR462364911725445120,1,PRES
CR462379480254513152,1,PRES
CR462380579766140928,1,PRES
CR462382503911489536,1,PRES
CR462389925614977024,1,PRES
CR462400920731254784,1,PRES
CR462415489260322816,1,PRES
CR462416313894043648,1,PRES
CR462420986818461696,1,PRES
CR462422086330089472,1,PRES
CR462426759254507520,1,PRES
CR462427858766135296,1,PRES
CR462442977051017216,1,PRES
CR46246214978502656,1,PRES
CR462469090452176896,1,PRES
CR462471289475432448,1,PRES
CR462472663864967168,1,PRES
CR462489156539383808,1,PRES
CR462490256051011584,1,PRES
CR46250338147106816,1,PRES
CR462530663103332352,1,PRES
CR462538634562633728,1,PRES
CR462547705533562880,1,PRES
CR46255560827338752,1,PRES
CR462558150894026752,1,PRES
CR462560899673096192,1,PRES
CR462572994301001728,1,PRES
CR462580416004489216,1,PRES
CR462590036731232256,1,PRES
CR462603505748672512,1,PRES
CR462605155016114176,1,PRES
CR462612026963787776,1,PRES
CR462628794516111360,1,PRES
CR46264082042454016,1,PRES
CR462647761091690496,1,PRES
CR462651884260294656,1,PRES
CR462662879376572416,1,PRES
CR462668651812618240,1,PRES
CR462673599614943232,1,PRES
CR462679372050989056,1,PRES
CR462700262771916800,1,PRES
CR462706035207962624,1,PRES
CR462707959353311232,1,PRES
CR462708234231218176,1,PRES
CR462725826417262592,1,PRES
CR462772005905629184,1,PRES
CR462772830539350016,1,PRES
CR462782726144000000,1,PRES
CR462803616864927744,1,PRES
CR462829180510273536,1,PRES
CR462844298795155456,1,PRES
CR462864364882362368,1,PRES
CR462871511707942912,1,PRES
CR462873160975384576,1,PRES
CR462893501940498432,1,PRES
CR462897899987009536,1,PRES
CR462912743393984512,1,PRES
CR462913568027705344,1,PRES
CR462923463632355328,1,PRES
CR462933359237005312,1,PRES
CR462944354353283072,1,PRES
CR46296792513380352,1,PRES
CR462974041167233024,1,PRES
CR462977614580023296,1,PRES
CR462978714091651072,1,PRES
CR462985860917231616,1,PRES
CR462988059940487168,1,PRES
CR462997955545137152,1,PRES
CR463009225539321856,1,PRES
CR46301740315705344,1,PRES
CR463053480882339840,1,PRES
CR463054030638153728,1,PRES
CR463095812080009216,1,PRES
CR463104608173031424,1,PRES
CR463123849626517504,1,PRES
CR463124674260238336,1,PRES
CR463133195475353600,1,PRES
CR463190095202091008,1,PRES
CR463190370079997952,1,PRES
CR463193943492788224,1,PRES
CR463203839097438208,1,PRES
CR463204938609065984,1,PRES
CR46320706891284480,1,PRES
CR463209061777670144,1,PRES
CR463232151521853440,1,PRES
CR463235724934643712,1,PRES
CR463245345661386752,1,PRES
CR463265136870686720,1,PRES
CR463269534917197824,1,PRES
CR463270084673011712,1,PRES
CR463279430521847808,1,PRES
CR463287676859056128,1,PRES
CR46329777862213632,1,PRES
CR463306918312542208,1,PRES
CR463308292702076928,1,PRES
CR463322311475331072,1,PRES
CR463326434643935232,1,PRES
CR463335505614864384,1,PRES
CR463335780492771328,1,PRES
CR463355571702071296,1,PRES
CR463361619016024064,1,PRES
CR463366017062535168,1,PRES
CR463366291940442112,1,PRES
CR463367391452069888,1,PRES
CR463405324603228160,1,PRES
CR463406149236948992,1,PRES
CR463408073382297600,1,PRES
CR463414945329971200,1,PRES
CR463445731655548928,1,PRES
CR463446556289269760,1,PRES
CR463473219446243328,1,PRES
CR463475693347405824,1,PRES
CR463482290417172480,1,PRES
CR463513626498564096,1,PRES
CR463536991120654336,1,PRES
CR463546886725304320,1,PRES
CR463551009893908480,1,PRES
CR463560905498558464,1,PRES
CR463568876957859840,1,PRES
CR463572175492743168,1,PRES
CR463597189382275072,1,PRES
CR463607909620645888,1,PRES
CR463616430835761152,1,PRES
CR463617255469481984,1,PRES
CR463618354981109760,1,PRES
CR463622478149713920,1,PRES
CR463647766917152768,1,PRES
CR463660961056686080,1,PRES
CR463682401533427712,1,PRES
CR463689548359008256,1,PRES
CR463701642986913792,1,PRES
CR463709614446215168,1,PRES
CR463712912981098496,1,PRES
CR463737926870630400,1,PRES
CR463741225405513728,1,PRES
CR463742874672955392,1,PRES
CR463753320033419264,1,PRES
CR463757168324116480,1,PRES
CR463758817591558144,1,PRES
CR463773111242719232,1,PRES
CR463788779283415040,1,PRES
CR46381454908719104,1,PRES
CR463823139021783040,1,PRES
CR463823413899689984,1,PRES
CR463828361702014976,1,PRES
CR463869868265963520,1,PRES
CR463870143143870464,1,PRES
CR463874266312474624,1,PRES
CR463930616283398144,1,PRES
CR463933914818281472,1,PRES
CR463939412376420352,1,PRES
CR463940237010141184,1,PRES
CR463949033103163392,1,PRES
CR463952331638046720,1,PRES
CR46395748559880192,1,PRES
CR46399871728484352,1,PRES
CR464006207707807744,1,PRES
CR464019401847341056,1,PRES
CR46402070751739904,1,PRES
CR464029572329897984,1,PRES
CR464038643300827136,1,PRES
CR464040567446175744,1,PRES
CR464069979382218752,1,PRES
CR464070254260125696,1,PRES
CR464075476940357632,1,PRES
CR464080974498496512,1,PRES
CR464089220835704832,1,PRES
CR464089770591518720,1,PRES
CR464104613998493696,1,PRES
CR464111760824074240,1,PRES
CR46411691478482944,1,PRES
CR464128528376397824,1,PRES
CR464131002277560320,1,PRES
CR464149144219418624,1,PRES
CR464160139335696384,1,PRES
CR464170309818253312,1,PRES
CR464180205422903296,1,PRES
CR464210167114760192,1,PRES
CR464236280515919872,1,PRES
CR464252498312429568,1,PRES
CR464258545626382336,1,PRES
CR464273938789171200,1,PRES
CR464317369498468352,1,PRES
CR46431757565689856,1,PRES
CR464320118277537792,1,PRES
CR464323141934514176,1,PRES
CR464326165591490560,1,PRES
CR46433956588945408,1,PRES
CR464340734120558592,1,PRES
CR464358051428696064,1,PRES
CR464362449475207168,1,PRES
CR464390487021715456,1,PRES
CR464393235800784896,1,PRES
CR464395434824040448,1,PRES
CR464396809213575168,1,PRES
CR464405330428690432,1,PRES
CR464413301887991808,1,PRES
CR464425946271711232,1,PRES
CR46442752681967616,1,PRES
CR464431168951943168,1,PRES
CR464451784794963968,1,PRES
CR464460855765893120,1,PRES
CR464466078446125056,1,PRES
CR464471576004263936,1,PRES
CR464500987940306944,1,PRES
CR464503186963562496,1,PRES
CR464511983056584704,1,PRES
CR464530949632163840,1,PRES
CR464536172312395776,1,PRES
CR464537821579837440,1,PRES
CR464540845236813824,1,PRES
CR464547167428673536,1,PRES
CR464572456196112384,1,PRES
CR464582351800762368,1,PRES
CR464588124236808192,1,PRES
CR464602417887969280,1,PRES
CR464616436661223424,1,PRES
CR464645573719359488,1,PRES
CR464646123475173376,1,PRES
CR464671961998426112,1,PRES
CR464672786632146944,1,PRES
CR464707971004235776,1,PRES
CR464714568074002432,1,PRES
CR46473813885452288,1,PRES
CR464743155376324608,1,PRES
CR464744254887952384,1,PRES
CR464747003667021824,1,PRES
CR46475188274987008,1,PRES
CR464753050980974592,1,PRES
CR464762946585624576,1,PRES
CR464767344632135680,1,PRES
CR464779164382134272,1,PRES
CR4647841809039360,1,PRES
CR464784661940273152,1,PRES
CR46481235588939776,1,PRES
CR464812424608874496,1,PRES
CR464812699486781440,1,PRES
CR464814348754223104,1,PRES
CR464815448265850880,1,PRES
CR464817097533292544,1,PRES
CR464835789230964736,1,PRES
CR464841836544917504,1,PRES
CR464848708492591104,1,PRES
CR464877020917006336,1,PRES
CR464883068230959104,1,PRES
CR464883892864679936,1,PRES
CR464914679190257664,1,PRES
CR464921001382117376,1,PRES
CR464924299917000704,1,PRES
CR46492505583124480,1,PRES
CR464925949184442368,1,PRES
CR464940242835603456,1,PRES
CR464949038928625664,1,PRES
CR465018308161175552,1,PRES
CR46502126309867520,1,PRES
CR465023805719314432,1,PRES
CR465024080597221376,1,PRES
CR465034525957685248,1,PRES
CR465054592044892160,1,PRES
CR465055141800706048,1,PRES
CR465058715213496320,1,PRES
CR465061738870472704,1,PRES
CR46506249478471680,1,PRES
CR465067786184425472,1,PRES
CR465079880812331008,1,PRES
CR465085103492562944,1,PRES
CR465091975440236544,1,PRES
CR465092800073957376,1,PRES
CR465094174463492096,1,PRES
CR465097198120468480,1,PRES
CR465103795190235136,1,PRES
CR465106269091397632,1,PRES
CR46510647524982784,1,PRES
CR465136505661161472,1,PRES
CR465145301754183680,1,PRES
CR465169216132087808,1,PRES
CR465169765887901696,1,PRES
CR46518618984284160,1,PRES
CR465204675382083584,1,PRES
CR465206049771618304,1,PRES
CR4652239855550464,1,PRES
CR465231063661150208,1,PRES
CR465234911951847424,1,PRES
CR465266522911145984,1,PRES
CR46527689955213312,1,PRES
CR465305005818118144,1,PRES
CR465309678742536192,1,PRES
CR465312977277419520,1,PRES
CR465316000934395904,1,PRES
CR465321223614627840,1,PRES
CR465325071905325056,1,PRES
CR465325896539045888,1,PRES
CR465336891655323648,1,PRES
CR465356407986716672,1,PRES
CR465366578469273600,1,PRES
CR46537035804049408,1,PRES
CR465378398219272192,1,PRES
CR465380597242527744,1,PRES
CR465417980637872128,1,PRES
CR46542808240095232,1,PRES
CR465432549166940160,1,PRES
CR46543632873816064,1,PRES
CR465440520626241536,1,PRES
CR465442169893683200,1,PRES
CR465446018184380416,1,PRES
CR465446842818101248,1,PRES
CR465447942329729024,1,PRES
CR465449316719263744,1,PRES
CR46545831897071616,1,PRES
CR465466634027401216,1,PRES
CR465468008416935936,1,PRES
CR465487249870422016,1,PRES
CR465487524748328960,1,PRES
CR46550779699396608,1,PRES
CR465516386928558080,1,PRES
CR465531505213440000,1,PRES
CR465534253992509440,1,PRES
CR465534528870416384,1,PRES
CR465578234457620480,1,PRES
CR465580158602969088,1,PRES
CR465607371515756544,1,PRES
CR465617541998313472,1,PRES
CR465627162725056512,1,PRES
CR465631011015753728,1,PRES
CR465662072219238400,1,PRES
CR465666745143656448,1,PRES
CR465667844655284224,1,PRES
CR465688735376211968,1,PRES
CR465708251707604992,1,PRES
CR465725294137835520,1,PRES
CR465727493161091072,1,PRES
CR465728317794811904,1,PRES
CR465758279486668800,1,PRES
CR465783568254107648,1,PRES
CR465793188980850688,1,PRES
CR465793463858757632,1,PRES
CR465793738736664576,1,PRES
CR465794013614571520,1,PRES
CR465844591149449216,1,PRES
CR465865756748283904,1,PRES
CR465868230649446400,1,PRES
CR465872903573864448,1,PRES
CR465873453329678336,1,PRES
CR465877576498282496,1,PRES
CR465884173568049152,1,PRES
CR465908637701767168,1,PRES
CR465910561847115776,1,PRES
CR465930902812229632,1,PRES
CR465934201347112960,1,PRES
CR466007593748267008,1,PRES
CR466018588864544768,1,PRES
CR466021062765707264,1,PRES
CR46602181867995136,1,PRES
CR466035081538961408,1,PRES
CR466077962492444672,1,PRES
CR466079062004072448,1,PRES
CR466083734928490496,1,PRES
CR466098853213372416,1,PRES
CR46612077472645120,1,PRES
CR466123042469183488,1,PRES
CR46614276495900672,1,PRES
CR466160425864527872,1,PRES
CR466176918538944512,1,PRES
CR466180491951734784,1,PRES
CR466192036823826432,1,PRES
CR466200283161034752,1,PRES
CR466218699980800000,1,PRES
CR466220074370334720,1,PRES
CR466229695097077760,1,PRES
CR466235192655216640,1,PRES
CR466249211428470784,1,PRES
CR466260206544748544,1,PRES
CR466271201661026304,1,PRES
CR466297040184279040,1,PRES
CR466340745771483136,1,PRES
CR466365759661015040,1,PRES
CR466380328190083072,1,PRES
CR46642039164502016,1,PRES
CR466432005236588544,1,PRES
CR466436403283099648,1,PRES
CR466441900841238528,1,PRES
CR466462791562166272,1,PRES
CR466467189608677376,1,PRES
CR466473511800537088,1,PRES
CR466501274469138432,1,PRES
CR466501549347045376,1,PRES
CR466506497149370368,1,PRES
CR466516392754020352,1,PRES
CR466524639091228672,1,PRES
CR466527662748205056,1,PRES
CR466533160306343936,1,PRES
CR466542781033086976,1,PRES
CR466543055910993920,1,PRES
CR46655233304035328,1,PRES
CR466569719067967488,1,PRES
CR466579614672617472,1,PRES
CR466582638329593856,1,PRES
CR466593908323778560,1,PRES
CR466615623678427136,1,PRES
CR466623045381914624,1,PRES
CR466634590254006272,1,PRES
CR466652182440050688,1,PRES
CR466679395352838144,1,PRES
CR466686542178418688,1,PRES
CR466693414126092288,1,PRES
CR466712655579578368,1,PRES
CR466713480213299200,1,PRES
CR466723375817949184,1,PRES
CR466740143370272768,1,PRES
CR466757185800503296,1,PRES
CR46677223536590848,1,PRES
CR466782749445849088,1,PRES
CR466797867730731008,1,PRES
CR46681346705195008,1,PRES
CR46681621583101952,1,PRES
CR466834151614447616,1,PRES
CR466838549660958720,1,PRES
CR46684370362171392,1,PRES
CR466861089649328128,1,PRES
CR466868236474908672,1,PRES
CR466885004027232256,1,PRES
CR46691517187751936,1,PRES
CR466919363765600256,1,PRES
CR466926510591180800,1,PRES
CR46693716211007488,1,PRES
CR466966093009780736,1,PRES
CR466966367887687680,1,PRES
CR466968017155129344,1,PRES
CR466974889102802944,1,PRES
CR466994130556289024,1,PRES
CR466994955190009856,1,PRES
CR467000177870241792,1,PRES
CR467001827137683456,1,PRES
CR46701137914494976,1,PRES
CR467025741515587584,1,PRES
CR467032063707447296,1,PRES
CR467033712974888960,1,PRES
CR46703611815657472,1,PRES
CR467051030283026432,1,PRES
CR467055428329537536,1,PRES
CR467060376131862528,1,PRES
CR467067248079536128,1,PRES
CR467088413678370816,1,PRES
CR467104631474880512,1,PRES
CR467107105376043008,1,PRES
CR467115626591158272,1,PRES
CR467130744876040192,1,PRES
CR467131019753947136,1,PRES
CR467133493655109632,1,PRES
CR467134593166737408,1,PRES
CR467134868044644352,1,PRES
CR467144213893480448,1,PRES
CR467150810963247104,1,PRES
CR467154109498130432,1,PRES
CR467155483887665152,1,PRES
CR467156858277199872,1,PRES
CR467166479003942912,1,PRES
CR467196715573706752,1,PRES
CR467197265329520640,1,PRES
CR467197540207427584,1,PRES
CR467200563864403968,1,PRES
CR467223653608587264,1,PRES
CR467228051655098368,1,PRES
CR467251966033002496,1,PRES
CR467276430166720512,1,PRES
CR467313538684157952,1,PRES
CR467326732823691264,1,PRES
CR467337453062062080,1,PRES
CR467342125986480128,1,PRES
CR467350922079502336,1,PRES
CR467358068905082880,1,PRES
CR467360817684152320,1,PRES
CR467366590120198144,1,PRES
CR467376485724848128,1,PRES
CR467377585236475904,1,PRES
CR467396276934148096,1,PRES
CR467421840579493888,1,PRES
CR467452352027164672,1,PRES
CR467467470312046592,1,PRES
CR467478465428324352,1,PRES
CR467482313719021568,1,PRES
CR467485337375997952,1,PRES
CR467486436887625728,1,PRES
CR467493308835299328,1,PRES
CR467494408346927104,1,PRES
CR467509801509715968,1,PRES
CR46752814961000448,1,PRES
CR467554606608547840,1,PRES
CR467579070742265856,1,PRES
CR467588141713195008,1,PRES
CR467588691469008896,1,PRES
CR467597212684124160,1,PRES
CR467613155602726912,1,PRES
CR467624975352725504,1,PRES
CR467629098521329664,1,PRES
CR467637344858537984,1,PRES
CR467642567538769920,1,PRES
CR467646965585281024,1,PRES
CR467661259236442112,1,PRES
CR467662358748069888,1,PRES
CR467665382405046272,1,PRES
CR4676703989268480,1,PRES
CR467671154841092096,1,PRES
CR467671429718999040,1,PRES
CR467678576544579584,1,PRES
CR467684348980625408,1,PRES
CR467693694829461504,1,PRES
CR467695618974810112,1,PRES
CR467697817998065664,1,PRES
CR467741798463176704,1,PRES
CR467763788695732224,1,PRES
CR467770935521312768,1,PRES
CR467777532591079424,1,PRES
CR467790176974798848,1,PRES
CR467792375998054400,1,PRES
CR46782776652857344,1,PRES
CR467870166445719552,1,PRES
CR467872365468975104,1,PRES
CR467882261073625088,1,PRES
CR467886659120136192,1,PRES
CR467892981311995904,1,PRES
CR467894630579437568,1,PRES
CR467900403015483392,1,PRES
CR467911947887575040,1,PRES
CR467913872032923648,1,PRES
CR46792122501693440,1,PRES
CR467929540073619456,1,PRES
CR46793496891228160,1,PRES
CR46794321524948992,1,PRES
CR467960051521290240,1,PRES
CR467981217120124928,1,PRES
CR467984790532915200,1,PRES
CR468015301980585984,1,PRES
CR468021624172445696,1,PRES
CR468030420265467904,1,PRES
CR468044988794535936,1,PRES
CR468045263672442880,1,PRES
CR468048287329419264,1,PRES
CR468050486352674816,1,PRES
CR468055983910813696,1,PRES
CR468072476585230336,1,PRES
CR468073850974765056,1,PRES
CR468100789009645568,1,PRES
CR468110959492202496,1,PRES
CR468114532904992768,1,PRES
CR468120030463131648,1,PRES
CR468120855096852480,1,PRES
CR468150816788709376,1,PRES
CR468151641422430208,1,PRES
CR468152740934057984,1,PRES
CR468168134096846848,1,PRES
CR46818235902853120,1,PRES
CR468186001160798208,1,PRES
CR468190399207309312,1,PRES
CR468198095788703744,1,PRES
CR46819885170294784,1,PRES
CR468213488951492608,1,PRES
CR4682201547407360,1,PRES
CR468234104794513408,1,PRES
CR468234379672420352,1,PRES
CR468241526498000896,1,PRES
CR468245924544512000,1,PRES
CR468251696980557824,1,PRES
CR468270388678230016,1,PRES
CR46827306873782272,1,PRES
CR468275611358461952,1,PRES
CR468291554277064704,1,PRES
CR468292104032878592,1,PRES
CR468337458887524352,1,PRES
CR468340757422407680,1,PRES
CR46837202478432256,1,PRES
CR468375117160775680,1,PRES
CR468390235445657600,1,PRES
CR468402330073563136,1,PRES
CR46842974914478080,1,PRES
CR468437514445651968,1,PRES
CR468451533218906112,1,PRES
CR468452632730533888,1,PRES
CR468467751015415808,1,PRES
CR468481494910763008,1,PRES
CR468503485143318528,1,PRES
CR468511456602619904,1,PRES
CR468515579771224064,1,PRES
CR468533721713082368,1,PRES
CR468542242928197632,1,PRES
CR468542792684011520,1,PRES
CR468573029253775360,1,PRES
CR468578251934007296,1,PRES
CR468608213625864192,1,PRES
CR468612611672375296,1,PRES
CR468613436306096128,1,PRES
CR468615360451444736,1,PRES
CR46864690269126656,1,PRES
CR468648620678184960,1,PRES
CR468652743846789120,1,PRES
CR468653843358416896,1,PRES
CR468662914329346048,1,PRES
CR468663738963066880,1,PRES
CR468688203096784896,1,PRES
CR468688477974691840,1,PRES
CR468691501631668224,1,PRES
CR468709643573526528,1,PRES
CR46872661728428032,1,PRES
CR468734107707244544,1,PRES
CR46873486362148864,1,PRES
CR4687424227639296,1,PRES
CR468751974771195904,1,PRES
CR468758296963055616,1,PRES
CR468777538416541696,1,PRES
CR468782486218866688,1,PRES
CR468788533532819456,1,PRES
CR468814646933979136,1,PRES
CR468816021323513856,1,PRES
CR468819594736304128,1,PRES
CR468821244003745792,1,PRES
CR468854229352579072,1,PRES
CR468854504230486016,1,PRES
CR468860826422345728,1,PRES
CR468874845195599872,1,PRES
CR468878143730483200,1,PRES
CR468896835428155392,1,PRES
CR468899034451410944,1,PRES
CR468908930056060928,1,PRES
CR46892727815634944,1,PRES
CR468964455393263616,1,PRES
CR468965280026984448,1,PRES
CR468969678073495552,1,PRES
CR468975175631634432,1,PRES
CR468995241718841344,1,PRES
CR468996066352562176,1,PRES
CR469002388544421888,1,PRES
CR469016132439769088,1,PRES
CR469020530486280192,1,PRES
CR469030975846744064,1,PRES
CR469034549259534336,1,PRES
CR469056539492089856,1,PRES
CR469066435096739840,1,PRES
CR4690722762522624,1,PRES
CR469085951428132864,1,PRES
CR469095022399062016,1,PRES
CR469096121910689792,1,PRES
CR469096671666503680,1,PRES
CR469100794835107840,1,PRES
CR469109865806036992,1,PRES
CR469118112143245312,1,PRES
CR469120036288593920,1,PRES
CR469156320172310528,1,PRES
CR469159618707193856,1,PRES
CR469175561625796608,1,PRES
CR469190405032771584,1,PRES
CR4692097152057344,1,PRES
CR469233285986254848,1,PRES
CR46923514141212672,1,PRES
CR469276716695552000,1,PRES
CR469276991573458944,1,PRES
CR469277541329272832,1,PRES
